COPY_ID,route,rendered_on_routes,page_section,component_or_file,source_location,runtime_or_source,visibility_or_state,current_text,type,claim_count,claim_ids,source_or_evidence,status,problem,proposed_action,duplicate_group,human_validation,notes
COPY-HOME-ANALISES-003,/,/,analises,painel-gsds/src/pages/index.astro,section-lede,both,default,Aprofunde a leitura clínica e socioeconômica com rastreabilidade às fontes. O observatório publica um primeiro recorte do mapeamento indireto Brasil — sujeito a atualização.,factual,1,COPY-HOME-ANALISES-003.C01,EV-SNAP-COV-001,unsupported,O recorte publicado não é mais apenas o mapeamento indireto Brasil.,revise,NONE,required,NONE
COPY-HOME-PORTAL-001,/,/,analises,painel-gsds/src/pages/index.astro,SectionPortal clinical,both,default,"Como o mecanismo molecular se traduz em diagnóstico, manejo e lacunas clínicas? | Bases clínicas: tipos, fenótipos, diagnóstico e opções terapêuticas com rastreabilidade. | Abrir bases clínicas",editorial,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-PORTAL-002,/,/,analises,painel-gsds/src/pages/index.astro,SectionPortal socio,both,default,"Qual é a carga socioeconômica e o que o mercado observado realmente captura? | Impacto socioeconômico e estrutura de mercado: custos, desigualdade, Brasil e limites de dimensionamento. | Abrir impacto socioeconômico",editorial,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-OBS-001,/,/,inovacao,painel-gsds/src/pages/index.astro,kicker + h2,both,default,Observatório | Ecossistema de inovação,editorial,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-OBS-002,/,/,inovacao,painel-gsds/src/pages/index.astro,observatory section-lede,both,default,"Recorte do Observatório: núcleos indiretos Brasil e Global e as 28 organizações com relação direta do mapeamento global, com cobertura parcial e sem alegação de censo.",factual,2,COPY-HOME-OBS-002.C01 | COPY-HOME-OBS-002.C02,EV-SNAP-COV-001,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-OBS-003,/,/,inovacao,painel-gsds/src/pages/index.astro,SectionPortal observatory,both,default,"Quais organizações publicadas se relacionam às glicogenoses — e com qual evidência? | O recorte publicado cobre os núcleos indiretos e as 28 organizações com relação direta às GSDs. Relações diretas podem ser atuais, históricas ou ainda incertas; a cobertura é parcial e não equivale a um censo. | Abrir observatório de startups",factual,2,COPY-HOME-OBS-003.C01 | COPY-HOME-OBS-003.C02,EV-SNAP-COV-001,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-001,/,/,metodologia,painel-gsds/src/components/home/HomeMethodology.astro,kicker + heading default,both,default,Leitura e limites | Como ler este painel,metodologia,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-002,/,/,metodologia,painel-gsds/src/components/home/HomeMethodology.astro,Atualização,both,default,Atualização | Última revisão editorial da Home: | 2026-08-10 | . | Corte das fontes: | 2026-08-10 | .,metodologia,2,COPY-HOME-METH-002.C01 | COPY-HOME-METH-002.C02,EV-CODE-003 | EV-RUNTIME-001,supported,NONE,keep,NONE,NONE,updatedAt e sotCutoff = 2026-08-10 no source da Home. Cabeçalho h3 visível.
COPY-HOME-METH-003,/,/,metodologia,painel-gsds/src/pages/index.astro,limitations[0],both,default,Sínteses executivas não substituem as análises aprofundadas.,caveat,1,COPY-HOME-METH-003.C01,EV-CODE-003,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-004,/,/,metodologia,painel-gsds/src/pages/index.astro,limitations[1],both,default,"Evidências de um subtipo (por exemplo, McArdle ou Pompe) não se generalizam automaticamente a todas as GSDs.",caveat,1,COPY-HOME-METH-004.C01,EV-SOT-MED-001 | EV-SOT-SOC-001,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-005,/,/,metodologia,painel-gsds/src/components/home/HomeMethodology.astro,h3 Fontes utilizadas pela Home,both,default,Fontes utilizadas pela Home,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-006,/,/,metodologia,painel-gsds/src/data/sources.json,src-sot-medical-exec-2026 title,both,default,Glicogenose: Resumo Médico Executivo | Projeto Painel GSDs (2026),metodologia,1,COPY-HOME-METH-006.C01,EV-SOT-MED-001 | EV-CODE-003,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-007,/,/,metodologia,painel-gsds/src/data/sources.json,src-sot-socioeconomic-2026 title,both,default,Glicogenose: Estudo Socioeconômico Mercadológico | Projeto Painel GSDs (2026),metodologia,1,COPY-HOME-METH-007.C01,EV-SOT-SOC-001 | EV-CODE-003,supported,NONE,keep,NONE,NONE,NONE
COPY-HOME-METH-008,/,/,metodologia,painel-gsds/src/components/home/HomeMethodology.astro,h3 Limitações gerais desta Home,both,default,Limitações gerais desta Home,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-SEO-001,/analises/bases-clinicas/,/analises/bases-clinicas/,seo,painel-gsds/src/pages/analises/bases-clinicas/index.astro,title,both,default,Bases clínicas das glicogenoses,SEO,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,DUP-CLINICAL-TITLE,NONE,NONE
COPY-CLINICAL-SEO-002,/analises/bases-clinicas/,/analises/bases-clinicas/,seo,painel-gsds/src/pages/analises/bases-clinicas/index.astro,description,both,default,"Mecanismos, classificação, manifestações, diagnóstico, manejo e terapias emergentes nas doenças de armazenamento do glicogênio.",SEO,1,COPY-CLINICAL-SEO-002.C01,EV-SOT-MED-001,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-CRUMB-001,/analises/bases-clinicas/,/analises/bases-clinicas/,breadcrumbs,painel-gsds/src/pages/analises/bases-clinicas/index.astro,Breadcrumbs items,both,default,Início | Análises | Bases clínicas,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-HEADER-001,/analises/bases-clinicas/,/analises/bases-clinicas/,header,painel-gsds/src/pages/analises/bases-clinicas/index.astro,ResearchHeader eyebrow+title+summary,both,default,"Análise clínica | Bases clínicas das glicogenoses | Uma família de doenças metabólicas hereditárias: o tipo molecular, o tecido afetado e o momento do diagnóstico moldam jornadas muito diferentes.",factual,1,COPY-CLINICAL-HEADER-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-001 | EV-CLAIM-CLM-CLINICAL-002,supported,NONE,keep,DUP-CLINICAL-TITLE,NONE,NONE
COPY-CLINICAL-NOTICE-001,/analises/bases-clinicas/,/analises/bases-clinicas/,header,painel-gsds/src/pages/analises/bases-clinicas/index.astro,ResearchHeader notice,both,default,Conteúdo informativo e não substitutivo de avaliação médica especializada.,notice,1,COPY-CLINICAL-NOTICE-001.C01,EV-SOT-MED-001,supported,NONE,keep,DUP-MEDICAL-NOTICE,NONE,NONE
COPY-CLINICAL-NAV-001,/analises/bases-clinicas/,/analises/bases-clinicas/,in-page-nav,painel-gsds/src/pages/analises/bases-clinicas/index.astro,sections labels,both,default,Visão geral | Papel do glicogênio | Padrões clínicos | Tipos e subtipos | Nomenclatura | Órgãos descritos | Epidemiologia | Diagnóstico | Manejo | Terapias emergentes | Lacunas | Limitações e fontes,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-VISAO-001,/analises/bases-clinicas/,/analises/bases-clinicas/,visao-geral,painel-gsds/src/pages/analises/bases-clinicas/index.astro,h2 + p + ul,both,default,"Uma família de doenças, não um diagnóstico final | As glicogenoses (GSDs) são um grupo heterogêneo de doenças metabólicas hereditárias causadas por defeitos em enzimas ou transportadores da síntese, degradação ou utilização do glicogênio. Mais de 20 tipos e subtipos são reconhecidos. | Glicogenose não é um diagnóstico final: o tipo molecular orienta prognóstico e manejo. | O fenótipo forma um contínuo — da vida fetal à adulta, com gravidade variável. | Diagnóstico e tratamento precoces alteram a história natural.",factual,3,COPY-CLINICAL-VISAO-001.C01 | COPY-CLINICAL-VISAO-001.C02 | COPY-CLINICAL-VISAO-001.C03,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-001,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-001,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,h2 page + pathway.summary,both,default,"Papel do glicogênio e onde a via falha | Defeitos em enzimas ou transportadores da síntese, degradação ou utilização do glicogênio alteram reservas e a capacidade de disponibilizar glicose ou energia.",factual,1,COPY-CLINICAL-PATH-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-003,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-002,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,path-step-defect,both,default,"Defeito na via | Defeitos em enzimas ou transportadores envolvidos na síntese, degradação ou utilização do glicogênio.",factual,1,COPY-CLINICAL-PATH-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-003,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-003,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,path-step-glycogen-state,both,default,"Alteração das reservas | Conforme a etapa afetada, pode haver armazenamento excessivo ou estruturalmente anormal, ou redução das reservas — como na GSD 0.",factual,1,COPY-CLINICAL-PATH-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-003,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-004,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,path-step-energy-glucose,both,default,Disponibilização inadequada | Incapacidade de disponibilizar glicose ou energia adequadamente durante jejum ou exercício.,factual,1,COPY-CLINICAL-PATH-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-003,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-005,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,path-step-organ-effects,both,default,"Efeitos nos órgãos | Fígado e músculo esquelético são os órgãos mais frequentemente afetados; coração, rins, intestino, sistema nervoso e células hematopoiéticas também podem estar envolvidos.",factual,1,COPY-CLINICAL-PATH-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-003,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATH-006,/analises/bases-clinicas/,/analises/bases-clinicas/,metabolismo,painel-gsds/src/data/clinical/pathway.json,caveat + fonte line,both,default,"Os padrões clínicos variam: o fenótipo forma um contínuo e a mesma doença pode apresentar gravidade e órgãos envolvidos muito diferentes; agrupamentos hepático, muscular e multissistêmico são pedagógicos. | Fonte: síntese médica · Lógica fisiopatológica e apresentação clínica",caveat,1,COPY-CLINICAL-PATH-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-002,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATTERN-001,/analises/bases-clinicas/,/analises/bases-clinicas/,padroes-clinicos,painel-gsds/src/data/clinical/clinical-patterns.json,pattern-hepatic,both,default,"Formas predominantemente hepáticas | A deficiência compromete a manutenção da glicemia durante o jejum. O padrão típico combina hepatomegalia, hipoglicemia, atraso de crescimento, hipertransaminasemia e dislipidemia. A presença de cetose, lactato elevado, hiperuricemia, neutropenia ou fibrose ajuda a distinguir os tipos. | Exemplos na síntese: | GSD I, GSD III, GSD VI, GSD IX | Exemplos centrais diferem substancialmente em gravidade e complicações.",factual,1,COPY-CLINICAL-PATTERN-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-002,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATTERN-002,/analises/bases-clinicas/,/analises/bases-clinicas/,padroes-clinicos,painel-gsds/src/data/clinical/clinical-patterns.json,pattern-muscular,both,default,"Formas predominantemente musculares | O defeito limita a produção de energia durante o exercício. Sinais característicos incluem intolerância ao esforço, fadiga, dor, cãibras, fraqueza, elevação de creatinoquinase, rabdomiólise e mioglobinúria. Na GSD V, o fenômeno de second wind é particularmente sugestivo. | Exemplos na síntese: | GSD V, GSD VII, GSD X, GSD XII, GSD XIII, algumas formas de GSD IX | Algumas formas de GSD IX pertencem a este grupo sem detalhamento adicional na síntese.",factual,1,COPY-CLINICAL-PATTERN-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-002,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATTERN-003,/analises/bases-clinicas/,/analises/bases-clinicas/,padroes-clinicos,painel-gsds/src/data/clinical/clinical-patterns.json,pattern-multisystemic,both,default,"Formas multissistêmicas | Não se encaixam na divisão simples hepática/muscular. A doença de Pompe é simultaneamente glicogenose e doença de depósito lisossômico, com comprometimento de músculos esquelético, respiratório e cardíaco. A GSD IV varia de doença hepática progressiva na infância a doença neurodegenerativa de início adulto. A síndrome de Fanconi–Bickel combina armazenamento hepatorrenal com tubulopatia proximal por deficiência do transportador GLUT2. | Exemplos na síntese: | GSD II — Pompe, GSD IV — Andersen, Síndrome de Fanconi–Bickel | Formas multissistêmicas ilustram contínuos fenotípicos; não esgotam todas as GSDs.",factual,1,COPY-CLINICAL-PATTERN-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-002,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-PATTERN-H2,/analises/bases-clinicas/,/analises/bases-clinicas/,padroes-clinicos,painel-gsds/src/pages/analises/bases-clinicas/index.astro,h2 padroes-title,both,default,"Padrões hepático, muscular e multissistêmico",editorial,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EXPLORER-001,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/pages/analises/bases-clinicas/index.astro,h2 + intro,both,default,Classificação essencial: tipos e subtipos | Recorte da classificação essencial da síntese médica. Não é inventário exaustivo de todas as GSDs existentes; a nomenclatura histórica não é uniforme.,metodologia,1,COPY-CLINICAL-EXPLORER-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-004,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EXPLORER-002,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/components/clinical/GSDExplorer.tsx,filter + search labels,both,default,"Filtrar por padrão clínico | Todos | Hepático | Muscular | Multissistêmico | Buscar por nome, gene ou característica",UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EXPLORER-003,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/components/clinical/GSDExplorer.tsx,search placeholder,both,default,"Ex.: Pompe, PYGM, second wind",UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EXPLORER-004,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/components/clinical/GSDExplorer.tsx,count template,both,default,{filtered} de {total} condições na classificação essencial da síntese médica. | 13 de 13 condições na classificação essencial da síntese médica.,UI,1,COPY-CLINICAL-EXPLORER-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-004,supported,NONE,keep,NONE,NONE,Runtime default do JSON de produção: 13/13. Instâncias filtradas continuam no template.
COPY-CLINICAL-EXPLORER-005,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/components/clinical/GSDExplorer.tsx,empty filter status,source,filtered.length === 0,Nenhuma GSD corresponde aos filtros.,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EXPLORER-006,/analises/bases-clinicas/,/analises/bases-clinicas/,tipos-e-subtipos,painel-gsds/src/components/clinical/GSDExplorer.tsx,card template,both,default,{preferredName} | Gene: | {gene} | Proteína/enzima: | {proteinOrEnzyme} | Padrão: | {pattern} | {distinctiveFeatures} | Órgãos descritos na síntese: | {organs} | .,factual,1,COPY-CLINICAL-EXPLORER-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-004,supported,NONE,keep,NONE,NONE,"Instâncias (13 preferredName, gene, proteinOrEnzyme, distinctiveFeatures, organs) são registros da classificação essencial, representadas por este template — não como 13 COPY_IDs. Campos visíveis: Gene, Proteína/enzima, Padrão, Órgãos descritos na síntese. Chrome literal com | . O cartão GSD X–XV omite Proteína/enzima. Instâncias dos 13 registros continuam no template, não como COPY_ID."
COPY-CLINICAL-NOM-001,/analises/bases-clinicas/,/analises/bases-clinicas/,nomenclatura,painel-gsds/src/data/clinical/nomenclature.json,h2 + summary,both,default,Por que os nomes mudam | A classificação histórica por algarismos romanos tornou-se insuficiente à medida que genes e mecanismos foram identificados; a prática contemporânea privilegia gene e tecido.,factual,1,COPY-CLINICAL-NOM-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-005,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-NOM-002,/analises/bases-clinicas/,/analises/bases-clinicas/,nomenclatura,painel-gsds/src/data/clinical/nomenclature.json,nom-ic-id-to-ib,both,default,"GSD Ic e Id → GSD Ib | No sistema antigo, GSD Ic e Id foram propostas como defeitos separados de transporte de fosfato e glicose no retículo endoplasmático; estudos moleculares mostraram que a maioria desses casos correspondia à GSD Ib. Na prática contemporânea, GSD I é dividida principalmente em Ia (G6PC1) e Ib (SLC37A4).",factual,1,COPY-CLINICAL-NOM-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-005,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-NOM-003,/analises/bases-clinicas/,/analises/bases-clinicas/,nomenclatura,painel-gsds/src/data/clinical/nomenclature.json,nom-phk-reorg,both,default,"Reorganização da fosforilase-quinase | Houve reorganização das antigas GSD VIa, VIII, IX e X associadas à fosforilase-quinase. Atualmente, é mais informativo identificar a subunidade e o gene — por exemplo, GSD IX α2 por PHKA2 — do que depender somente da numeração histórica.",factual,1,COPY-CLINICAL-NOM-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-005,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-NOM-004,/analises/bases-clinicas/,/analises/bases-clinicas/,nomenclatura,painel-gsds/src/data/clinical/nomenclature.json,nom-gsd-xi-ambiguity,both,default,Ambiguidade de “GSD XI” | A literatura já utilizou “GSD XI” tanto para deficiência de LDHA quanto para síndrome de Fanconi–Bickel; Hannah et al. (2023) reservam GSD XI para deficiência de LDHA e tratam Fanconi–Bickel separadamente.,factual,1,COPY-CLINICAL-NOM-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-005,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-NOM-005,/analises/bases-clinicas/,/analises/bases-clinicas/,nomenclatura,painel-gsds/src/pages/analises/bases-clinicas/index.astro,timeline caveat,both,default,"Sem datas inventadas: a linha do tempo é editorial e segue a narrativa da síntese médica, não um calendário externo.",caveat,1,COPY-CLINICAL-NOM-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-005,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-ORG-001,/analises/bases-clinicas/,/analises/bases-clinicas/,orgaos,painel-gsds/src/pages/analises/bases-clinicas/index.astro,h2 + p,both,default,Envolvimentos de órgãos explicitamente descritos | Matriz representativa — apenas órgãos mencionados na síntese médica. Células vazias não significam ausência clínica.,metodologia,1,COPY-CLINICAL-ORG-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-004,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-ORG-002,/analises/bases-clinicas/,/analises/bases-clinicas/,orgaos,painel-gsds/src/pages/analises/bases-clinicas/index.astro,table headers + aria-label,both,default,Matriz de órgãos | Condição | Órgãos descritos | Estado na síntese,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-ORG-003,/analises/bases-clinicas/,/analises/bases-clinicas/,orgaos,painel-gsds/src/pages/analises/bases-clinicas/index.astro,ORGAN_STATE_LABEL + fallbacks,both,default,Característica | Variável | Não descrito na síntese | Não detalhado além do padrão clínico na síntese,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-001,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,h2 + guardrail,both,default,"O que os números permitem — e o que não permitem | Incidência, prevalência clínica e prevalência genética predita não devem ser tratadas como medidas equivalentes. A raridade, o subdiagnóstico, os fenótipos atenuados, a mudança de critérios diagnósticos e a ausência de registros sustentáveis limitam estimativas confiáveis.",metodologia,1,COPY-CLINICAL-EPI-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-002,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,epi-gsd-i,both,default,GSD I: | ≈ 1 em 100.000 (incidência); cerca de 80% Ia e 20% Ib · Incidência aproximada; proporção Ia/Ib conforme síntese médica | — Estimativa ilustrativa da heterogeneidade; não é prevalência clínica nem genética predita.,factual,1,COPY-CLINICAL-EPI-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-003,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,epi-pompe,both,default,Pompe (GSD II): | Histórica ≈ 1 em 40.000; genética populacional ≈ 1 em 23.232 · Estimativa histórica de incidência/frequência versus prevalência genética predita | — Estimativa histórica e análise de genética populacional medem coisas diferentes e não devem ser fundidas.,factual,1,COPY-CLINICAL-EPI-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-004,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,epi-gsd-iii,both,default,"GSD III: | ≈ 1 em 100.000 (prevalência); cerca de 85% IIIa e 15% IIIb · Prevalência aproximada e proporção de subtipos | — Prevalências muito superiores em populações específicas (ex.: Inuit de Nunavik, Ilhas Faroé, judeus norte-africanos) não generalizam a média global.",factual,1,COPY-CLINICAL-EPI-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-005,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,epi-gsd-iv,both,default,GSD IV: | ≈ 1 em 600.000–800.000 · Estimativa aproximada reportada na síntese médica | — Faixa ampla; elevada incerteza epidemiológica do campo.,factual,1,COPY-CLINICAL-EPI-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-EPI-006,/analises/bases-clinicas/,/analises/bases-clinicas/,epidemiologia,painel-gsds/src/data/clinical/epidemiology.json,epi-gsd-vi-ix,both,default,GSD VI e deficiência hepática de fosforilase-quinase: | Melhores estimativas próximas de 1 em 100.000 · Estimativas aproximadas com elevada incerteza | — A síntese assinala elevada incerteza para essas estimativas.,factual,1,COPY-CLINICAL-EPI-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-006,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-001,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,h2 + summary,both,default,"Jornada diagnóstica (não é algoritmo clínico) | O diagnóstico moderno combina fenótipo, biomarcadores, imagem e genética molecular. A investigação deve começar pelo padrão predominante e ser direcionada pelas alterações metabólicas. Isto não é um algoritmo clínico.",factual,1,COPY-CLINICAL-DX-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-002,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,disclaimer stripped of generic prefix,both,default,Não constitui algoritmo diagnóstico.,notice,1,COPY-CLINICAL-DX-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-003,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-alert-signs,both,default,"Sinais de alerta | Hipoglicemia de jejum (especialmente com hepatomegalia); lactato, triglicerídeos ou ácido úrico elevados; hipertransaminasemia persistente sem explicação; intolerância ao exercício, cãibras, fraqueza, CK elevada ou rabdomiólise; cardiomiopatia hipertrófica ou insuficiência respiratória neuromuscular; associação entre doença hepática, renal, intestinal, hematológica ou neurológica.",factual,1,COPY-CLINICAL-DX-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-004,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-biochem,both,default,"Testes bioquímicos | Glicemia, cetonas, lactato, perfil lipídico, ácido úrico, transaminases, CK, função renal e marcadores específicos escolhidos conforme a hipótese ajudam a definir o mecanismo.",factual,1,COPY-CLINICAL-DX-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-005,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-imaging,both,default,"Imagem e avaliações funcionais | Ultrassonografia e ressonância avaliam fígado, adenomas, fibrose e outros órgãos; eletrocardiograma, ecocardiograma, testes respiratórios e avaliações funcionais são importantes nas formas musculares e cardíacas.",factual,1,COPY-CLINICAL-DX-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-006,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-genetics,both,default,"Genética molecular | O teste genético tornou-se a principal ferramenta confirmatória. Quando o fenótipo é altamente específico, pode-se testar um gene; diante de sobreposição clínica, painéis multigênicos, exoma ou genoma são mais eficientes.",factual,1,COPY-CLINICAL-DX-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-007,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-enzyme,both,default,"Dosagem enzimática | Continua relevante, particularmente em Pompe e quando variantes genéticas têm interpretação incerta.",factual,1,COPY-CLINICAL-DX-007.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
